enrollment_id,learner_id,course_id,enrollment_date,started_course_flag,active_flag,completed_flag,completion_date,progress_percent,sessions_count,hours_spent,dropout_stage,satisfaction_score
E03312,L03902,C008,2025-11-28,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03313,L03760,C010,2024-04-12,1,0,0,,23.8,1,0.8,Dropped after first lesson,2.8
E03314,L03406,C003,2024-06-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E03315,L01776,C007,2024-06-18,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03316,L00997,C005,2025-12-24,1,1,1,2026-01-04,98.7,12,16.7,,5.0
E03317,L03311,C007,2024-10-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03318,L02196,C004,2024-03-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03319,L00083,C008,2025-10-23,1,0,0,,29.0,2,3.2,Dropped mid-course,1.9
E03320,L00964,C001,2025-07-17,1,1,1,2025-09-29,89.6,7,7.1,,5.0
E03321,L02677,C006,2025-05-06,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E03322,L00265,C002,2024-06-28,1,1,0,,49.8,3,0.9,Dropped mid-course,3.8
E03323,L00696,C005,2024-10-25,1,1,1,2024-12-06,87.0,10,16.7,,5.0
E03324,L02767,C009,2025-07-17,1,1,1,2025-08-10,90.5,14,20.6,,5.0
E03325,L04045,C007,2024-10-28,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03326,L02313,C006,2025-01-04,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03327,L01537,C001,2024-09-06,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03328,L00578,C010,2025-04-25,1,1,1,2025-05-23,94.2,8,8.0,,5.0
E03329,L02038,C008,2025-04-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03330,L03067,C004,2025-07-20,1,1,1,2025-08-03,100.0,6,12.1,,5.0
E03331,L00101,C008,2025-03-08,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03332,L00474,C010,2024-03-19,1,1,1,2024-05-24,94.3,13,9.0,,5.0
E03333,L03116,C005,2025-11-18,1,1,0,,50.2,3,2.6,Dropped mid-course,3.7
E03334,L00398,C005,2024-07-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E03335,L00593,C004,2025-07-04,1,0,0,,5.3,1,0.8,Dropped after enrollment,1.6
E03336,L04022,C003,2024-10-12,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E03337,L02865,C002,2025-01-20,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03338,L00420,C004,2024-11-24,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03339,L03459,C009,2025-12-30,1,1,1,2026-02-11,98.9,9,26.0,,5.0
E03340,L02122,C006,2024-09-18,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03341,L02750,C010,2024-11-21,1,1,1,2025-01-25,100.0,12,8.7,,5.0
E03342,L02653,C004,2025-12-31,1,1,1,2026-01-30,92.1,6,14.4,,5.0
E03343,L03366,C005,2025-11-11,1,1,1,2026-01-09,94.3,7,13.0,,5.0
E03344,L03066,C005,2025-08-02,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03345,L03976,C005,2025-11-26,1,1,1,2026-01-17,90.8,6,13.5,,5.0
E03346,L02492,C005,2024-09-20,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03347,L02324,C001,2025-12-26,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03348,L03135,C002,2024-08-28,1,1,1,2024-10-06,87.3,13,10.7,,5.0
E03349,L01255,C006,2025-05-14,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03350,L03794,C006,2025-12-26,1,1,1,2026-02-19,90.2,8,21.8,,5.0
E03351,L03485,C003,2025-09-16,1,1,1,2025-11-16,92.0,10,18.8,,5.0
E03352,L00079,C003,2025-08-22,1,1,1,2025-11-08,96.8,10,13.7,,5.0
E03353,L02302,C001,2025-10-23,1,1,1,2025-12-24,89.6,12,7.1,,5.0
E03354,L02656,C002,2024-11-27,1,1,1,2025-02-10,89.7,9,9.2,,5.0
E03355,L02723,C007,2025-09-14,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E03356,L01438,C002,2024-07-29,1,1,1,2024-09-04,89.3,8,12.0,,4.9
E03357,L01215,C010,2025-12-08,1,1,1,2026-01-02,94.3,10,6.8,,5.0
E03358,L03386,C007,2024-12-11,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03359,L00865,C006,2024-05-19,1,1,1,2024-07-05,96.3,9,18.5,,5.0
E03360,L00880,C010,2025-01-16,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03361,L01231,C007,2025-10-01,1,0,0,,26.3,1,0.8,Dropped mid-course,2.1
E03362,L00462,C006,2025-11-15,1,1,1,2026-01-27,93.4,12,18.9,,4.9
E03363,L02294,C002,2024-08-02,1,1,1,2024-09-03,94.9,11,10.6,,5.0
E03364,L04125,C003,2025-07-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03365,L03132,C005,2025-12-21,1,1,1,2026-01-17,90.3,13,11.4,,5.0
E03366,L00200,C009,2025-02-12,1,1,1,2025-04-14,99.7,8,27.5,,5.0
E03367,L03814,C005,2025-08-23,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03368,L03977,C008,2025-10-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03369,L03588,C004,2025-05-14,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03370,L01796,C009,2025-03-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03371,L01157,C008,2025-07-10,1,1,1,2025-09-02,97.2,6,9.1,,5.0
E03372,L00642,C010,2025-01-08,1,1,1,2025-02-15,90.2,11,9.1,,5.0
E03373,L00647,C004,2024-05-11,1,1,1,2024-06-12,92.3,7,13.1,,5.0
E03374,L01730,C006,2025-06-07,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03375,L03155,C004,2024-05-16,1,1,1,2024-07-14,88.4,9,16.6,,5.0
E03376,L01055,C002,2024-11-01,1,1,1,2025-01-12,92.0,9,9.0,,5.0
E03377,L03325,C005,2025-05-16,1,1,1,2025-07-01,97.2,12,10.8,,5.0
E03378,L01706,C004,2024-03-29,1,1,1,2024-06-10,87.4,11,17.1,,5.0
E03379,L00429,C001,2024-10-07,1,1,1,2024-12-13,99.0,7,9.1,,5.0
E03380,L03781,C005,2025-08-02,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03381,L03312,C005,2025-02-10,1,1,1,2025-03-27,88.9,8,16.7,,5.0
E03382,L02445,C006,2025-08-13,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E03383,L02525,C006,2024-12-08,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03384,L03633,C005,2025-07-22,1,1,1,2025-08-08,88.9,8,16.6,,5.0
E03385,L02167,C007,2025-05-07,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03386,L03720,C001,2024-02-08,1,0,0,,40.4,1,3.6,Dropped mid-course,3.4
E03387,L00654,C007,2024-03-20,1,1,0,,32.4,3,3.1,Dropped mid-course,2.3
E03388,L01709,C001,2024-07-17,1,1,1,2024-09-18,88.2,12,7.5,,4.8
E03389,L00081,C005,2025-11-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03390,L03293,C007,2025-12-26,1,0,0,,18.6,2,1.5,Dropped after first lesson,2.6
E03391,L00313,C004,2025-08-20,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03392,L00734,C001,2025-03-20,1,1,1,2025-05-22,100.0,9,9.1,,5.0
E03393,L00564,C007,2025-10-31,1,1,1,2026-01-18,96.3,13,15.1,,5.0
E03394,L00751,C002,2025-11-16,1,1,1,2025-11-28,94.2,14,8.2,,5.0
E03395,L00194,C001,2024-11-10,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03396,L02214,C009,2025-06-07,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E03397,L02970,C008,2024-12-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03398,L02668,C009,2025-05-08,1,1,1,2025-05-19,94.7,14,20.2,,5.0
E03399,L03245,C003,2025-12-21,1,1,1,2026-03-04,91.3,6,15.7,,5.0
E03400,L03268,C010,2025-11-04,1,1,1,2026-01-12,100.0,14,8.5,,5.0
E03401,L00905,C010,2025-04-26,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03402,L03946,C003,2025-05-21,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E03403,L01449,C009,2024-12-21,1,0,0,,4.0,1,2.2,Dropped after enrollment,1.6
E03404,L03877,C006,2025-12-28,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03405,L03072,C008,2025-04-30,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03406,L01774,C009,2025-01-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03407,L02830,C005,2025-03-05,1,0,0,,25.1,1,0.8,Dropped mid-course,2.0
E03408,L01494,C008,2025-12-25,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03409,L04180,C004,2025-12-28,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03410,L03675,C001,2025-09-27,1,1,1,2025-11-07,87.8,6,6.8,,5.0
E03411,L00518,C001,2025-10-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03412,L00926,C005,2024-04-28,1,1,1,2024-07-03,88.0,7,11.8,,5.0
E03413,L03847,C010,2024-08-03,1,1,1,2024-10-14,91.9,12,9.0,,5.0
E03414,L03390,C003,2024-07-10,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03415,L04060,C004,2024-07-31,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E03416,L03635,C007,2025-03-01,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E03417,L02516,C007,2024-09-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03418,L02499,C003,2024-04-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03419,L01619,C001,2025-08-21,1,0,0,,34.0,1,1.7,Dropped mid-course,2.3
E03420,L01923,C007,2024-10-07,1,1,1,2024-12-26,86.3,11,19.5,,5.0
E03421,L03301,C004,2025-05-04,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03422,L00779,C010,2025-06-23,1,1,1,2025-07-12,89.5,9,9.1,,5.0
E03423,L00510,C006,2024-11-27,1,1,1,2025-01-26,88.5,13,23.5,,5.0
E03424,L00975,C009,2024-01-25,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03425,L00848,C008,2025-05-23,1,1,0,,58.6,4,8.0,Dropped mid-course,3.7
E03426,L02344,C001,2025-12-28,1,0,0,,34.5,1,0.8,Dropped mid-course,2.9
E03427,L04191,C002,2024-03-22,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03428,L00109,C006,2025-05-20,1,0,0,,44.3,2,7.5,Dropped mid-course,3.0
E03429,L00985,C010,2025-09-08,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03430,L01553,C008,2025-03-11,1,1,1,2025-05-13,86.5,14,12.3,,4.8
E03431,L01840,C004,2024-05-20,1,1,1,2024-06-13,100.0,13,16.0,,5.0
E03432,L03005,C003,2025-02-17,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03433,L00053,C006,2024-05-06,1,1,1,2024-07-20,88.8,14,23.6,,5.0
E03434,L00070,C006,2025-12-05,1,1,1,2026-01-03,86.8,14,17.1,,5.0
E03435,L01570,C004,2024-02-29,1,1,0,,72.3,6,8.9,Active no completion,4.1
E03436,L03433,C005,2024-10-15,1,1,1,2024-12-03,90.1,8,15.0,,5.0
E03437,L03634,C003,2024-05-08,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03438,L03797,C001,2024-08-14,1,1,1,2024-09-08,93.8,12,6.7,,5.0
E03439,L01351,C006,2024-11-20,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03440,L00211,C010,2025-10-04,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03441,L00232,C010,2024-11-09,1,1,1,2024-11-19,87.1,11,9.0,,5.0
E03442,L00960,C001,2025-12-22,1,1,1,2026-01-08,93.1,13,9.3,,4.8
E03443,L04166,C010,2024-04-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E03444,L02011,C010,2024-02-28,1,1,1,2024-04-13,100.0,8,8.3,,5.0
E03445,L03396,C002,2024-03-13,1,1,1,2024-03-24,94.3,14,9.3,,5.0
E03446,L01726,C001,2025-06-25,1,1,1,2025-08-07,100.0,9,8.3,,5.0
E03447,L02699,C006,2024-10-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03448,L00005,C003,2025-07-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03449,L02317,C007,2025-10-12,1,1,1,2025-12-22,89.5,8,18.8,,5.0
E03450,L02232,C002,2024-03-29,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E03451,L00836,C009,2025-09-10,1,1,1,2025-11-26,96.8,13,22.1,,5.0
E03452,L00446,C009,2025-12-22,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E03453,L00644,C008,2024-06-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03454,L02602,C007,2025-06-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03455,L01544,C007,2025-08-27,1,0,0,,5.1,1,3.9,Dropped after enrollment,1.8
E03456,L03832,C005,2024-10-11,1,1,1,2024-10-26,95.2,7,15.5,,5.0
E03457,L03012,C005,2025-12-27,1,1,1,2026-03-13,94.9,9,12.7,,5.0
E03458,L00112,C007,2024-06-08,1,1,0,,22.9,3,3.0,Dropped after first lesson,2.0
E03459,L01873,C009,2025-07-21,1,0,0,,4.0,1,0.8,Dropped after enrollment,1.7
E03460,L02733,C006,2025-12-17,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03461,L00527,C006,2025-12-25,1,1,0,,48.5,5,4.6,Dropped mid-course,2.6
E03462,L03605,C009,2024-04-11,1,1,1,2024-05-10,96.9,11,25.2,,5.0
E03463,L01469,C004,2024-07-18,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03464,L02483,C001,2024-07-02,1,1,1,2024-08-03,96.5,11,9.3,,5.0
E03465,L02474,C003,2025-03-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03466,L04067,C001,2024-07-07,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03467,L01203,C001,2024-03-10,1,1,1,2024-04-15,91.2,14,6.6,,5.0
E03468,L01390,C007,2024-03-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03469,L03409,C008,2025-10-16,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E03470,L01009,C005,2024-07-16,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03471,L00123,C009,2025-06-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03472,L01458,C004,2024-11-26,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03473,L02749,C005,2024-11-18,1,0,0,,54.7,1,4.4,Dropped mid-course,3.0
E03474,L03311,C004,2024-11-05,1,1,1,2025-01-03,90.7,11,17.6,,5.0
E03475,L03205,C005,2024-06-03,1,0,0,,49.1,2,4.7,Dropped mid-course,2.4
E03476,L00719,C002,2024-04-18,1,1,1,2024-06-15,97.5,13,8.6,,5.0
E03477,L02576,C008,2025-05-03,1,1,1,2025-05-15,97.8,13,9.9,,5.0
E03478,L00853,C002,2024-04-12,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03479,L03610,C005,2024-11-10,1,1,1,2024-12-14,100.0,14,13.4,,5.0
E03480,L03492,C010,2025-08-16,1,1,1,2025-10-01,100.0,10,7.5,,5.0
E03481,L00592,C003,2024-11-21,1,1,1,2024-12-19,89.5,11,17.0,,5.0
E03482,L02892,C003,2025-10-18,1,1,1,2026-01-04,95.9,11,18.8,,5.0
E03483,L02991,C006,2024-03-05,1,0,0,,42.6,2,9.2,Dropped mid-course,3.0
E03484,L01746,C007,2025-08-30,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03485,L00203,C007,2025-02-26,1,0,0,,19.9,1,3.5,Dropped after first lesson,2.1
E03486,L02613,C003,2024-06-10,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03487,L02001,C008,2025-04-30,1,1,1,2025-06-14,95.4,7,12.7,,5.0
E03488,L01607,C003,2024-10-29,1,1,1,2024-12-19,90.6,13,19.8,,5.0
E03489,L03790,C002,2025-03-25,1,1,1,2025-06-10,88.1,13,11.7,,5.0
E03490,L02505,C008,2025-02-04,1,1,1,2025-03-18,91.2,13,11.0,,5.0
E03491,L00903,C008,2024-11-11,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03492,L01958,C002,2025-04-13,1,1,1,2025-06-17,100.0,13,9.8,,5.0
E03493,L03405,C005,2024-08-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03494,L02219,C009,2025-12-22,1,1,1,2026-02-04,91.1,7,24.0,,5.0
E03495,L01538,C009,2025-11-21,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03496,L03356,C001,2025-09-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03497,L03477,C006,2025-11-28,1,1,1,2026-01-12,88.5,12,20.4,,5.0
E03498,L00823,C007,2025-12-22,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03499,L03877,C004,2025-12-24,1,1,1,2026-03-02,86.9,11,16.8,,5.0
E03500,L00238,C005,2024-09-23,1,0,0,,25.4,2,0.8,Dropped mid-course,2.7
E03501,L02955,C005,2025-03-04,1,0,0,,27.9,1,5.6,Dropped mid-course,2.5
E03502,L03741,C007,2025-07-15,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03503,L01166,C008,2024-12-03,1,1,1,2024-12-25,93.4,6,11.1,,5.0
E03504,L02447,C003,2025-04-17,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03505,L03689,C009,2025-04-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03506,L02549,C001,2025-04-13,1,0,0,,23.7,1,1.6,Dropped after first lesson,2.4
E03507,L02338,C007,2024-12-13,1,1,1,2025-02-02,100.0,10,22.4,,5.0
E03508,L03601,C006,2025-12-22,1,0,0,,39.0,2,3.3,Dropped mid-course,2.7
E03509,L01017,C002,2025-02-14,1,1,1,2025-03-15,91.3,12,9.9,,5.0
E03510,L02298,C001,2024-11-26,1,1,0,,68.2,5,5.0,Active no completion,3.5
E03511,L00339,C002,2024-07-28,1,1,1,2024-09-17,95.9,11,10.8,,5.0
E03512,L03633,C006,2025-08-31,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03513,L00360,C001,2024-10-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03514,L00058,C003,2024-03-22,1,1,1,2024-04-14,87.3,14,15.8,,5.0
E03515,L01454,C004,2024-10-17,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03516,L03113,C006,2024-12-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03517,L00187,C007,2025-04-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03518,L02525,C003,2024-12-09,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E03519,L00828,C006,2025-11-18,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03520,L01925,C010,2024-05-25,1,1,1,2024-06-15,88.3,9,7.8,,4.9
E03521,L03437,C007,2024-12-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03522,L04046,C005,2024-12-05,1,1,1,2025-02-12,94.4,9,14.5,,5.0
E03523,L02758,C007,2025-02-25,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E03524,L00486,C010,2025-03-08,1,1,1,2025-04-05,90.5,11,9.5,,5.0
E03525,L02807,C002,2025-01-07,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03526,L03185,C001,2024-04-18,1,1,1,2024-06-12,90.2,11,8.5,,5.0
E03527,L03144,C007,2024-08-16,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E03528,L02189,C010,2025-03-19,1,1,1,2025-05-12,98.9,11,10.0,,5.0
E03529,L00796,C007,2025-03-08,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03530,L02258,C001,2025-07-13,1,1,1,2025-09-08,96.3,13,6.9,,5.0
E03531,L04196,C005,2025-01-13,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03532,L00491,C001,2025-03-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03533,L04029,C008,2025-05-18,1,1,1,2025-06-19,93.2,14,9.7,,5.0
E03534,L00410,C008,2024-09-21,1,1,1,2024-11-28,86.8,13,10.0,,5.0
E03535,L00292,C003,2024-01-29,1,0,0,,42.2,2,5.0,Dropped mid-course,2.4
E03536,L03411,C004,2025-11-08,1,1,1,2025-12-19,93.1,8,17.0,,5.0
E03537,L01057,C003,2025-10-28,1,1,1,2025-12-04,97.3,8,21.3,,5.0
E03538,L00107,C002,2024-11-17,1,1,1,2025-01-03,100.0,10,10.5,,5.0
E03539,L02913,C003,2024-04-07,1,0,0,,27.3,1,0.8,Dropped mid-course,2.6
E03540,L04109,C001,2025-03-08,1,1,1,2025-03-18,100.0,12,7.6,,5.0
E03541,L04182,C008,2024-11-16,1,1,1,2024-12-18,100.0,14,9.1,,5.0
E03542,L00269,C005,2025-09-16,1,1,1,2025-11-30,99.8,13,14.3,,5.0
E03543,L00054,C006,2024-03-16,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E03544,L01289,C006,2024-10-28,1,1,0,,85.0,7,9.0,Active no completion,4.2
E03545,L02815,C006,2025-08-01,1,1,0,,55.3,5,7.2,Dropped mid-course,3.2
E03546,L02375,C007,2025-12-23,1,1,1,2026-02-02,86.2,10,22.7,,4.7
E03547,L02210,C003,2025-12-22,1,1,1,2026-01-11,92.6,7,16.9,,5.0
E03548,L02978,C007,2024-11-25,1,1,1,2025-01-20,90.4,13,15.2,,5.0
E03549,L00841,C002,2025-01-29,1,1,1,2025-02-24,100.0,12,10.3,,5.0
E03550,L00258,C004,2024-10-08,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E03551,L00670,C004,2025-06-08,1,0,0,,34.6,2,0.8,Dropped mid-course,2.6
E03552,L03861,C001,2025-09-14,1,1,1,2025-11-06,95.5,14,6.8,,5.0
E03553,L03214,C006,2024-04-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E03554,L01011,C003,2025-12-30,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03555,L02622,C006,2024-11-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E03556,L00424,C003,2025-12-21,1,1,1,2026-01-21,100.0,14,16.2,,5.0
E03557,L02882,C002,2024-06-09,1,1,1,2024-08-09,88.3,11,9.9,,5.0
E03558,L02595,C009,2025-07-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03559,L03394,C005,2025-03-18,1,1,1,2025-05-22,92.6,14,14.5,,5.0
E03560,L03542,C007,2025-12-07,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E03561,L00815,C002,2024-11-12,1,1,1,2025-01-10,97.6,6,11.2,,4.8
E03562,L02114,C003,2024-07-03,1,1,1,2024-07-20,98.5,10,14.9,,5.0
E03563,L02514,C001,2025-10-20,1,1,1,2025-11-08,87.5,14,7.4,,5.0
E03564,L01822,C008,2025-12-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03565,L02653,C008,2025-12-07,1,1,1,2025-12-19,95.1,10,13.5,,5.0
E03566,L01213,C005,2025-11-29,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E03567,L00838,C004,2025-12-28,1,0,0,,31.8,1,0.8,Dropped mid-course,2.8
E03568,L04043,C010,2024-11-02,1,1,1,2025-01-03,87.5,14,10.5,,5.0
E03569,L01081,C001,2025-06-04,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03570,L03982,C001,2024-08-09,1,1,1,2024-09-10,93.7,7,9.3,,5.0
E03571,L00099,C005,2024-08-13,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03572,L01968,C010,2025-08-10,1,1,1,2025-10-28,100.0,13,10.6,,5.0
E03573,L03332,C009,2025-12-31,1,1,1,2026-01-23,96.4,6,21.3,,5.0
E03574,L03869,C008,2025-12-28,1,1,1,2026-02-04,92.4,13,13.9,,5.0
E03575,L00185,C002,2025-04-06,1,1,0,,58.8,3,1.6,Dropped mid-course,3.5
E03576,L03850,C001,2024-12-11,1,1,1,2025-01-11,93.4,13,6.2,,5.0
E03577,L03509,C007,2024-11-30,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E03578,L01351,C004,2025-01-12,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03579,L02100,C001,2024-05-01,1,1,1,2024-05-25,93.9,9,8.8,,5.0
E03580,L00756,C008,2024-03-27,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E03581,L03600,C002,2024-09-01,1,1,1,2024-09-18,90.3,7,10.6,,5.0
E03582,L00983,C003,2025-12-08,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E03583,L01995,C002,2025-08-20,1,1,1,2025-10-24,98.0,11,10.5,,5.0
E03584,L01544,C006,2025-11-02,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03585,L03188,C009,2024-03-26,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E03586,L01509,C002,2025-02-05,1,1,1,2025-03-24,100.0,13,10.5,,5.0
E03587,L00628,C006,2024-05-10,1,0,0,,33.0,2,3.2,Dropped mid-course,1.8
E03588,L03134,C002,2024-05-05,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E03589,L04002,C003,2025-07-14,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03590,L02268,C006,2024-10-28,1,1,1,2024-12-30,89.2,6,20.4,,5.0
E03591,L02905,C004,2025-01-16,1,1,1,2025-03-29,94.8,11,15.5,,5.0
E03592,L01751,C003,2025-02-18,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E03593,L00952,C007,2025-10-28,1,1,1,2025-12-29,92.7,9,21.4,,5.0
E03594,L03619,C001,2024-12-03,1,1,1,2025-02-12,96.2,6,7.3,,5.0
E03595,L03495,C003,2025-06-30,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E03596,L01369,C008,2025-03-15,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03597,L02836,C005,2025-10-22,1,1,1,2025-11-20,96.1,10,15.5,,5.0
E03598,L02938,C005,2025-02-04,1,1,1,2025-02-25,100.0,10,16.6,,5.0
E03599,L03541,C007,2025-10-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E03600,L01590,C009,2025-02-16,1,1,1,2025-03-13,98.4,10,25.2,,5.0
E03601,L01343,C005,2024-09-29,1,0,0,,11.3,1,2.2,Dropped after first lesson,1.6
E03602,L01918,C009,2024-12-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03603,L00535,C010,2025-04-09,1,1,1,2025-04-19,97.1,11,8.9,,5.0
E03604,L00143,C006,2024-05-20,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E03605,L02698,C005,2025-12-27,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E03606,L01938,C008,2024-01-17,1,1,1,2024-04-03,95.4,7,14.3,,5.0
E03607,L01870,C007,2024-08-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E03608,L01126,C004,2024-08-05,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E03609,L02678,C006,2025-06-20,1,1,0,,59.3,4,2.5,Dropped mid-course,3.7
