event_id,learner_id,course_id,activity_date,days_since_enrollment,returned_flag
R016248,L03343,C009,2025-05-31,30,0
R016249,L04193,C007,2024-04-01,1,0
R016250,L04193,C007,2024-04-07,7,0
R016251,L04193,C007,2024-04-14,14,0
R016252,L04193,C007,2024-04-30,30,0
R016253,L03510,C008,2025-02-12,1,0
R016254,L03510,C008,2025-02-18,7,0
R016255,L03510,C008,2025-02-25,14,0
R016256,L03510,C008,2025-03-13,30,0
R016257,L03747,C005,2024-02-29,1,0
R016258,L03747,C005,2024-03-06,7,0
R016259,L03747,C005,2024-03-13,14,0
R016260,L03747,C005,2024-03-29,30,0
R016261,L03116,C007,2025-11-02,1,0
R016262,L03116,C007,2025-11-08,7,0
R016263,L03116,C007,2025-11-15,14,0
R016264,L03116,C007,2025-12-01,30,0
R016265,L02871,C004,2025-12-29,1,1
R016266,L02871,C004,2026-01-04,7,1
R016267,L02871,C004,2026-01-11,14,1
R016268,L02871,C004,2026-01-27,30,1
R016269,L01741,C005,2025-11-08,1,1
R016270,L01741,C005,2025-11-14,7,1
R016271,L01741,C005,2025-11-21,14,1
R016272,L01741,C005,2025-12-07,30,1
R016273,L00180,C009,2025-03-26,1,1
R016274,L00180,C009,2025-04-01,7,0
R016275,L00180,C009,2025-04-08,14,0
R016276,L00180,C009,2025-04-24,30,0
R016277,L01310,C009,2024-05-14,1,1
R016278,L01310,C009,2024-05-20,7,0
R016279,L01310,C009,2024-05-27,14,0
R016280,L01310,C009,2024-06-12,30,1
R016281,L02832,C004,2025-12-29,1,1
R016282,L02832,C004,2026-01-04,7,1
R016283,L02832,C004,2026-01-11,14,1
R016284,L02832,C004,2026-01-27,30,0
R016285,L01796,C004,2025-03-03,1,0
R016286,L01796,C004,2025-03-09,7,0
R016287,L01796,C004,2025-03-16,14,0
R016288,L01796,C004,2025-04-01,30,0
R016289,L02178,C006,2025-12-28,1,1
R016290,L02178,C006,2026-01-03,7,0
R016291,L02178,C006,2026-01-10,14,0
R016292,L02178,C006,2026-01-26,30,0
R016293,L02783,C009,2024-04-16,1,1
R016294,L02783,C009,2024-04-22,7,1
R016295,L02783,C009,2024-04-29,14,1
R016296,L02783,C009,2024-05-15,30,1
R016297,L01778,C008,2024-07-27,1,0
R016298,L01778,C008,2024-08-02,7,0
R016299,L01778,C008,2024-08-09,14,0
R016300,L01778,C008,2024-08-25,30,0
R016301,L01178,C006,2025-07-07,1,0
R016302,L01178,C006,2025-07-13,7,0
R016303,L01178,C006,2025-07-20,14,0
R016304,L01178,C006,2025-08-05,30,0
R016305,L00089,C005,2025-07-16,1,0
R016306,L00089,C005,2025-07-22,7,0
R016307,L00089,C005,2025-07-29,14,0
R016308,L00089,C005,2025-08-14,30,0
R016309,L03278,C005,2025-11-30,1,1
R016310,L03278,C005,2025-12-06,7,1
R016311,L03278,C005,2025-12-13,14,1
R016312,L03278,C005,2025-12-29,30,1
R016313,L01262,C004,2025-08-22,1,1
R016314,L01262,C004,2025-08-28,7,1
R016315,L01262,C004,2025-09-04,14,1
R016316,L01262,C004,2025-09-20,30,0
R016317,L03833,C008,2025-08-02,1,1
R016318,L03833,C008,2025-08-08,7,0
R016319,L03833,C008,2025-08-15,14,1
R016320,L03833,C008,2025-08-31,30,1
R016321,L00393,C007,2024-03-13,1,0
R016322,L00393,C007,2024-03-19,7,0
R016323,L00393,C007,2024-03-26,14,1
R016324,L00393,C007,2024-04-11,30,0
R016325,L03928,C009,2025-04-07,1,0
R016326,L03928,C009,2025-04-13,7,0
R016327,L03928,C009,2025-04-20,14,0
R016328,L03928,C009,2025-05-06,30,0
R016329,L02044,C010,2024-04-25,1,1
R016330,L02044,C010,2024-05-01,7,0
R016331,L02044,C010,2024-05-08,14,0
R016332,L02044,C010,2024-05-24,30,0
R016333,L01674,C004,2024-10-08,1,1
R016334,L01674,C004,2024-10-14,7,1
R016335,L01674,C004,2024-10-21,14,0
R016336,L01674,C004,2024-11-06,30,1
R016337,L02993,C009,2025-12-25,1,1
R016338,L02993,C009,2025-12-31,7,1
R016339,L02993,C009,2026-01-07,14,1
R016340,L02993,C009,2026-01-23,30,1
R016341,L00519,C010,2025-11-23,1,0
R016342,L00519,C010,2025-11-29,7,0
R016343,L00519,C010,2025-12-06,14,0
R016344,L00519,C010,2025-12-22,30,0
R016345,L01832,C006,2025-05-08,1,0
R016346,L01832,C006,2025-05-14,7,1
R016347,L01832,C006,2025-05-21,14,1
R016348,L01832,C006,2025-06-06,30,0
R016349,L01654,C001,2025-08-13,1,0
R016350,L01654,C001,2025-08-19,7,0
R016351,L01654,C001,2025-08-26,14,0
R016352,L01654,C001,2025-09-11,30,0
R016353,L00449,C008,2024-08-01,1,0
R016354,L00449,C008,2024-08-07,7,0
R016355,L00449,C008,2024-08-14,14,0
R016356,L00449,C008,2024-08-30,30,0
R016357,L03463,C006,2024-08-10,1,0
R016358,L03463,C006,2024-08-16,7,0
R016359,L03463,C006,2024-08-23,14,0
R016360,L03463,C006,2024-09-08,30,0
R016361,L03348,C009,2024-02-02,1,0
R016362,L03348,C009,2024-02-08,7,0
R016363,L03348,C009,2024-02-15,14,0
R016364,L03348,C009,2024-03-02,30,0
R016365,L01653,C010,2025-12-23,1,1
R016366,L01653,C010,2025-12-29,7,1
R016367,L01653,C010,2026-01-05,14,1
R016368,L01653,C010,2026-01-21,30,1
R016369,L03451,C001,2024-03-04,1,0
R016370,L03451,C001,2024-03-10,7,0
R016371,L03451,C001,2024-03-17,14,0
R016372,L03451,C001,2024-04-02,30,0
R016373,L03012,C008,2025-12-16,1,1
R016374,L03012,C008,2025-12-22,7,1
R016375,L03012,C008,2025-12-29,14,1
R016376,L03012,C008,2026-01-14,30,1
R016377,L00123,C010,2025-09-06,1,0
R016378,L00123,C010,2025-09-12,7,1
R016379,L00123,C010,2025-09-19,14,1
R016380,L00123,C010,2025-10-05,30,1
R016381,L01220,C006,2024-05-19,1,0
R016382,L01220,C006,2024-05-25,7,0
R016383,L01220,C006,2024-06-01,14,0
R016384,L01220,C006,2024-06-17,30,0
R016385,L00914,C010,2025-12-24,1,1
R016386,L00914,C010,2025-12-30,7,1
R016387,L00914,C010,2026-01-06,14,0
R016388,L00914,C010,2026-01-22,30,1
R016389,L02572,C008,2025-12-28,1,1
R016390,L02572,C008,2026-01-03,7,1
R016391,L02572,C008,2026-01-10,14,1
R016392,L02572,C008,2026-01-26,30,1
R016393,L00592,C005,2025-01-26,1,1
R016394,L00592,C005,2025-02-01,7,0
R016395,L00592,C005,2025-02-08,14,0
R016396,L00592,C005,2025-02-24,30,0
R016397,L02289,C009,2025-02-20,1,0
R016398,L02289,C009,2025-02-26,7,0
R016399,L02289,C009,2025-03-05,14,0
R016400,L02289,C009,2025-03-21,30,0
R016401,L03096,C006,2024-12-03,1,0
R016402,L03096,C006,2024-12-09,7,0
R016403,L03096,C006,2024-12-16,14,0
R016404,L03096,C006,2025-01-01,30,0
R016405,L01523,C010,2024-04-19,1,0
R016406,L01523,C010,2024-04-25,7,0
R016407,L01523,C010,2024-05-02,14,0
R016408,L01523,C010,2024-05-18,30,0
R016409,L01246,C002,2024-04-04,1,0
R016410,L01246,C002,2024-04-10,7,0
R016411,L01246,C002,2024-04-17,14,0
R016412,L01246,C002,2024-05-03,30,0
R016413,L00651,C007,2024-08-13,1,0
R016414,L00651,C007,2024-08-19,7,0
R016415,L00651,C007,2024-08-26,14,0
R016416,L00651,C007,2024-09-11,30,0
R016417,L02960,C009,2024-10-01,1,1
R016418,L02960,C009,2024-10-07,7,1
R016419,L02960,C009,2024-10-14,14,1
R016420,L02960,C009,2024-10-30,30,1
R016421,L01029,C005,2024-07-28,1,1
R016422,L01029,C005,2024-08-03,7,1
R016423,L01029,C005,2024-08-10,14,1
R016424,L01029,C005,2024-08-26,30,1
R016425,L00580,C004,2025-05-26,1,1
R016426,L00580,C004,2025-06-01,7,1
R016427,L00580,C004,2025-06-08,14,1
R016428,L00580,C004,2025-06-24,30,1
R016429,L02324,C008,2025-12-27,1,1
R016430,L02324,C008,2026-01-02,7,1
R016431,L02324,C008,2026-01-09,14,1
R016432,L02324,C008,2026-01-25,30,0
R016433,L02671,C002,2025-01-24,1,0
R016434,L02671,C002,2025-01-30,7,0
R016435,L02671,C002,2025-02-06,14,0
R016436,L02671,C002,2025-02-22,30,0
R016437,L00403,C005,2025-12-26,1,0
R016438,L00403,C005,2026-01-01,7,0
R016439,L00403,C005,2026-01-08,14,0
R016440,L00403,C005,2026-01-24,30,0
R016441,L01363,C006,2025-10-19,1,1
R016442,L01363,C006,2025-10-25,7,1
R016443,L01363,C006,2025-11-01,14,1
R016444,L01363,C006,2025-11-17,30,1
R016445,L00300,C004,2024-11-06,1,1
R016446,L00300,C004,2024-11-12,7,1
R016447,L00300,C004,2024-11-19,14,1
R016448,L00300,C004,2024-12-05,30,1
R016449,L03486,C007,2025-10-25,1,0
R016450,L03486,C007,2025-10-31,7,0
R016451,L03486,C007,2025-11-07,14,0
R016452,L03486,C007,2025-11-23,30,0
R016453,L03794,C007,2025-11-20,1,0
R016454,L03794,C007,2025-11-26,7,0
R016455,L03794,C007,2025-12-03,14,0
R016456,L03794,C007,2025-12-19,30,0
R016457,L00795,C002,2024-12-17,1,1
R016458,L00795,C002,2024-12-23,7,1
R016459,L00795,C002,2024-12-30,14,1
R016460,L00795,C002,2025-01-15,30,1
R016461,L02353,C003,2025-05-20,1,0
R016462,L02353,C003,2025-05-26,7,0
R016463,L02353,C003,2025-06-02,14,0
R016464,L02353,C003,2025-06-18,30,0
R016465,L03310,C002,2025-12-28,1,0
R016466,L03310,C002,2026-01-03,7,0
R016467,L03310,C002,2026-01-10,14,0
R016468,L03310,C002,2026-01-26,30,0
R016469,L01622,C002,2024-07-13,1,1
R016470,L01622,C002,2024-07-19,7,1
R016471,L01622,C002,2024-07-26,14,1
R016472,L01622,C002,2024-08-11,30,1
R016473,L02048,C007,2025-08-14,1,0
R016474,L02048,C007,2025-08-20,7,0
R016475,L02048,C007,2025-08-27,14,0
R016476,L02048,C007,2025-09-12,30,0
R016477,L00754,C005,2024-11-14,1,0
R016478,L00754,C005,2024-11-20,7,1
R016479,L00754,C005,2024-11-27,14,0
R016480,L00754,C005,2024-12-13,30,1
R016481,L03621,C008,2024-12-24,1,1
R016482,L03621,C008,2024-12-30,7,1
R016483,L03621,C008,2025-01-06,14,1
R016484,L03621,C008,2025-01-22,30,0
R016485,L03075,C002,2025-09-25,1,1
R016486,L03075,C002,2025-10-01,7,1
R016487,L03075,C002,2025-10-08,14,1
R016488,L03075,C002,2025-10-24,30,1
R016489,L00383,C002,2024-03-26,1,1
R016490,L00383,C002,2024-04-01,7,1
R016491,L00383,C002,2024-04-08,14,1
R016492,L00383,C002,2024-04-24,30,1
R016493,L03290,C005,2025-07-25,1,0
R016494,L03290,C005,2025-07-31,7,0
R016495,L03290,C005,2025-08-07,14,0
R016496,L03290,C005,2025-08-23,30,0
R016497,L01163,C006,2024-03-15,1,0
R016498,L01163,C006,2024-03-21,7,0
R016499,L01163,C006,2024-03-28,14,0
R016500,L01163,C006,2024-04-13,30,0
R016501,L03152,C001,2024-04-08,1,0
R016502,L03152,C001,2024-04-14,7,0
R016503,L03152,C001,2024-04-21,14,0
R016504,L03152,C001,2024-05-07,30,0
R016505,L01151,C006,2025-10-09,1,1
R016506,L01151,C006,2025-10-15,7,1
R016507,L01151,C006,2025-10-22,14,0
R016508,L01151,C006,2025-11-07,30,1
R016509,L01015,C009,2025-07-13,1,0
R016510,L01015,C009,2025-07-19,7,0
R016511,L01015,C009,2025-07-26,14,0
R016512,L01015,C009,2025-08-11,30,0
R016513,L02968,C008,2024-12-23,1,0
R016514,L02968,C008,2024-12-29,7,0
R016515,L02968,C008,2025-01-05,14,0
R016516,L02968,C008,2025-01-21,30,0
R016517,L02645,C009,2024-07-21,1,0
R016518,L02645,C009,2024-07-27,7,0
R016519,L02645,C009,2024-08-03,14,0
R016520,L02645,C009,2024-08-19,30,0
R016521,L03490,C009,2024-10-09,1,1
R016522,L03490,C009,2024-10-15,7,1
R016523,L03490,C009,2024-10-22,14,1
R016524,L03490,C009,2024-11-07,30,1
R016525,L00965,C003,2024-08-31,1,0
R016526,L00965,C003,2024-09-06,7,0
R016527,L00965,C003,2024-09-13,14,0
R016528,L00965,C003,2024-09-29,30,0
R016529,L00480,C001,2025-12-27,1,0
R016530,L00480,C001,2026-01-02,7,0
R016531,L00480,C001,2026-01-09,14,0
R016532,L00480,C001,2026-01-25,30,0
R016533,L02280,C008,2025-08-01,1,1
R016534,L02280,C008,2025-08-07,7,1
R016535,L02280,C008,2025-08-14,14,1
R016536,L02280,C008,2025-08-30,30,0
R016537,L01599,C003,2025-04-16,1,1
R016538,L01599,C003,2025-04-22,7,1
R016539,L01599,C003,2025-04-29,14,1
R016540,L01599,C003,2025-05-15,30,1
R016541,L01638,C010,2025-12-24,1,0
R016542,L01638,C010,2025-12-30,7,0
R016543,L01638,C010,2026-01-06,14,0
R016544,L01638,C010,2026-01-22,30,0
R016545,L03017,C010,2025-06-13,1,1
R016546,L03017,C010,2025-06-19,7,1
R016547,L03017,C010,2025-06-26,14,1
R016548,L03017,C010,2025-07-12,30,1
R016549,L01618,C004,2024-05-12,1,1
R016550,L01618,C004,2024-05-18,7,1
R016551,L01618,C004,2024-05-25,14,1
R016552,L01618,C004,2024-06-10,30,0
R016553,L00483,C004,2025-02-03,1,0
R016554,L00483,C004,2025-02-09,7,0
R016555,L00483,C004,2025-02-16,14,0
R016556,L00483,C004,2025-03-04,30,0
R016557,L00703,C004,2025-06-23,1,0
R016558,L00703,C004,2025-06-29,7,0
R016559,L00703,C004,2025-07-06,14,0
R016560,L00703,C004,2025-07-22,30,0
R016561,L03265,C007,2025-11-08,1,1
R016562,L03265,C007,2025-11-14,7,1
R016563,L03265,C007,2025-11-21,14,1
R016564,L03265,C007,2025-12-07,30,0
R016565,L03380,C001,2024-10-07,1,1
R016566,L03380,C001,2024-10-13,7,1
R016567,L03380,C001,2024-10-20,14,1
R016568,L03380,C001,2024-11-05,30,1
R016569,L02851,C007,2025-11-22,1,1
R016570,L02851,C007,2025-11-28,7,1
R016571,L02851,C007,2025-12-05,14,0
R016572,L02851,C007,2025-12-21,30,1
R016573,L01506,C002,2025-05-05,1,1
R016574,L01506,C002,2025-05-11,7,0
R016575,L01506,C002,2025-05-18,14,1
R016576,L01506,C002,2025-06-03,30,1
R016577,L03134,C008,2024-06-25,1,1
R016578,L03134,C008,2024-07-01,7,1
R016579,L03134,C008,2024-07-08,14,1
R016580,L03134,C008,2024-07-24,30,0
R016581,L00081,C006,2025-09-21,1,1
R016582,L00081,C006,2025-09-27,7,1
R016583,L00081,C006,2025-10-04,14,1
R016584,L00081,C006,2025-10-20,30,1
R016585,L00720,C009,2025-12-14,1,1
R016586,L00720,C009,2025-12-20,7,0
R016587,L00720,C009,2025-12-27,14,1
R016588,L00720,C009,2026-01-12,30,1
R016589,L00979,C002,2025-11-30,1,1
R016590,L00979,C002,2025-12-06,7,1
R016591,L00979,C002,2025-12-13,14,1
R016592,L00979,C002,2025-12-29,30,1
R016593,L03152,C004,2024-03-29,1,1
R016594,L03152,C004,2024-04-04,7,1
R016595,L03152,C004,2024-04-11,14,1
R016596,L03152,C004,2024-04-27,30,1
R016597,L01434,C002,2024-08-27,1,1
R016598,L01434,C002,2024-09-02,7,1
R016599,L01434,C002,2024-09-09,14,1
R016600,L01434,C002,2024-09-25,30,0
R016601,L03034,C003,2024-04-08,1,0
R016602,L03034,C003,2024-04-14,7,1
R016603,L03034,C003,2024-04-21,14,0
R016604,L03034,C003,2024-05-07,30,0
R016605,L02338,C004,2024-11-06,1,1
R016606,L02338,C004,2024-11-12,7,1
R016607,L02338,C004,2024-11-19,14,1
R016608,L02338,C004,2024-12-05,30,1
R016609,L00998,C009,2025-05-07,1,0
R016610,L00998,C009,2025-05-13,7,0
R016611,L00998,C009,2025-05-20,14,0
R016612,L00998,C009,2025-06-05,30,0
R016613,L02112,C009,2024-10-07,1,1
R016614,L02112,C009,2024-10-13,7,1
R016615,L02112,C009,2024-10-20,14,1
R016616,L02112,C009,2024-11-05,30,1
R016617,L00974,C001,2025-11-28,1,1
R016618,L00974,C001,2025-12-04,7,1
R016619,L00974,C001,2025-12-11,14,1
R016620,L00974,C001,2025-12-27,30,0
R016621,L02997,C007,2025-12-22,1,0
R016622,L02997,C007,2025-12-28,7,0
R016623,L02997,C007,2026-01-04,14,0
R016624,L02997,C007,2026-01-20,30,0
R016625,L02177,C003,2024-09-23,1,0
R016626,L02177,C003,2024-09-29,7,0
R016627,L02177,C003,2024-10-06,14,0
R016628,L02177,C003,2024-10-22,30,0
R016629,L01597,C006,2025-10-15,1,1
R016630,L01597,C006,2025-10-21,7,1
R016631,L01597,C006,2025-10-28,14,1
R016632,L01597,C006,2025-11-13,30,1
R016633,L03832,C010,2024-10-16,1,1
R016634,L03832,C010,2024-10-22,7,1
R016635,L03832,C010,2024-10-29,14,1
R016636,L03832,C010,2024-11-14,30,1
R016637,L04007,C010,2025-09-05,1,0
R016638,L04007,C010,2025-09-11,7,0
R016639,L04007,C010,2025-09-18,14,0
R016640,L04007,C010,2025-10-04,30,0
R016641,L03411,C003,2025-11-16,1,1
R016642,L03411,C003,2025-11-22,7,1
R016643,L03411,C003,2025-11-29,14,0
R016644,L03411,C003,2025-12-15,30,1
R016645,L01541,C009,2025-01-23,1,0
R016646,L01541,C009,2025-01-29,7,0
R016647,L01541,C009,2025-02-05,14,0
R016648,L01541,C009,2025-02-21,30,0
R016649,L03787,C007,2024-12-13,1,0
R016650,L03787,C007,2024-12-19,7,0
R016651,L03787,C007,2024-12-26,14,0
R016652,L03787,C007,2025-01-11,30,0
R016653,L00093,C007,2024-10-17,1,0
R016654,L00093,C007,2024-10-23,7,1
R016655,L00093,C007,2024-10-30,14,1
R016656,L00093,C007,2024-11-15,30,1
R016657,L02756,C009,2025-12-27,1,0
R016658,L02756,C009,2026-01-02,7,0
R016659,L02756,C009,2026-01-09,14,0
R016660,L02756,C009,2026-01-25,30,0
R016661,L02284,C007,2024-08-05,1,0
R016662,L02284,C007,2024-08-11,7,0
R016663,L02284,C007,2024-08-18,14,0
R016664,L02284,C007,2024-09-03,30,0
R016665,L01624,C009,2025-01-25,1,0
R016666,L01624,C009,2025-01-31,7,0
R016667,L01624,C009,2025-02-07,14,0
R016668,L01624,C009,2025-02-23,30,0
R016669,L02702,C001,2024-10-13,1,0
R016670,L02702,C001,2024-10-19,7,0
R016671,L02702,C001,2024-10-26,14,0
R016672,L02702,C001,2024-11-11,30,0
R016673,L03211,C005,2025-11-02,1,0
R016674,L03211,C005,2025-11-08,7,0
R016675,L03211,C005,2025-11-15,14,0
R016676,L03211,C005,2025-12-01,30,0
R016677,L03950,C007,2025-11-17,1,0
R016678,L03950,C007,2025-11-23,7,0
R016679,L03950,C007,2025-11-30,14,0
R016680,L03950,C007,2025-12-16,30,0
R016681,L03679,C003,2025-12-28,1,0
R016682,L03679,C003,2026-01-03,7,0
R016683,L03679,C003,2026-01-10,14,0
R016684,L03679,C003,2026-01-26,30,0
R016685,L04182,C004,2024-10-03,1,0
R016686,L04182,C004,2024-10-09,7,0
R016687,L04182,C004,2024-10-16,14,0
R016688,L04182,C004,2024-11-01,30,0
R016689,L00629,C008,2025-12-26,1,1
R016690,L00629,C008,2026-01-01,7,1
R016691,L00629,C008,2026-01-08,14,1
R016692,L00629,C008,2026-01-24,30,0
R016693,L02576,C009,2025-05-27,1,0
R016694,L02576,C009,2025-06-02,7,0
R016695,L02576,C009,2025-06-09,14,0
R016696,L02576,C009,2025-06-25,30,0
R016697,L01554,C005,2024-07-22,1,0
R016698,L01554,C005,2024-07-28,7,0
R016699,L01554,C005,2024-08-04,14,0
R016700,L01554,C005,2024-08-20,30,0
R016701,L03677,C004,2024-11-01,1,1
R016702,L03677,C004,2024-11-07,7,1
R016703,L03677,C004,2024-11-14,14,1
R016704,L03677,C004,2024-11-30,30,1
R016705,L00504,C004,2025-03-11,1,0
R016706,L00504,C004,2025-03-17,7,0
R016707,L00504,C004,2025-03-24,14,0
R016708,L00504,C004,2025-04-09,30,0
R016709,L00312,C010,2025-12-24,1,0
R016710,L00312,C010,2025-12-30,7,0
R016711,L00312,C010,2026-01-06,14,0
R016712,L00312,C010,2026-01-22,30,0
R016713,L02924,C003,2024-08-11,1,0
R016714,L02924,C003,2024-08-17,7,0
R016715,L02924,C003,2024-08-24,14,0
R016716,L02924,C003,2024-09-09,30,0
R016717,L03511,C003,2024-01-19,1,0
R016718,L03511,C003,2024-01-25,7,1
R016719,L03511,C003,2024-02-01,14,0
R016720,L03511,C003,2024-02-17,30,1
R016721,L02555,C001,2024-05-06,1,1
R016722,L02555,C001,2024-05-12,7,0
R016723,L02555,C001,2024-05-19,14,1
R016724,L02555,C001,2024-06-04,30,0
R016725,L03615,C009,2025-04-30,1,0
R016726,L03615,C009,2025-05-06,7,0
R016727,L03615,C009,2025-05-13,14,0
R016728,L03615,C009,2025-05-29,30,0
R016729,L02781,C010,2025-09-06,1,0
R016730,L02781,C010,2025-09-12,7,0
R016731,L02781,C010,2025-09-19,14,0
R016732,L02781,C010,2025-10-05,30,0
R016733,L03201,C005,2024-10-13,1,1
R016734,L03201,C005,2024-10-19,7,1
R016735,L03201,C005,2024-10-26,14,0
R016736,L03201,C005,2024-11-11,30,0
R016737,L00275,C006,2024-08-21,1,1
R016738,L00275,C006,2024-08-27,7,1
R016739,L00275,C006,2024-09-03,14,0
R016740,L00275,C006,2024-09-19,30,1
R016741,L01344,C009,2025-03-27,1,0
R016742,L01344,C009,2025-04-02,7,0
R016743,L01344,C009,2025-04-09,14,0
R016744,L01344,C009,2025-04-25,30,0
R016745,L00893,C007,2024-03-09,1,0
R016746,L00893,C007,2024-03-15,7,0
R016747,L00893,C007,2024-03-22,14,0
R016748,L00893,C007,2024-04-07,30,0
R016749,L03543,C005,2025-05-12,1,1
R016750,L03543,C005,2025-05-18,7,1
R016751,L03543,C005,2025-05-25,14,1
R016752,L03543,C005,2025-06-10,30,0
R016753,L04193,C001,2024-02-17,1,1
R016754,L04193,C001,2024-02-23,7,1
R016755,L04193,C001,2024-03-01,14,1
R016756,L04193,C001,2024-03-17,30,1
R016757,L01145,C010,2025-05-25,1,1
R016758,L01145,C010,2025-05-31,7,1
R016759,L01145,C010,2025-06-07,14,1
R016760,L01145,C010,2025-06-23,30,1
R016761,L01475,C004,2025-05-27,1,1
R016762,L01475,C004,2025-06-02,7,1
R016763,L01475,C004,2025-06-09,14,0
R016764,L01475,C004,2025-06-25,30,0
R016765,L02470,C005,2025-07-18,1,0
R016766,L02470,C005,2025-07-24,7,0
R016767,L02470,C005,2025-07-31,14,0
R016768,L02470,C005,2025-08-16,30,0
R016769,L00145,C001,2025-05-22,1,1
R016770,L00145,C001,2025-05-28,7,1
R016771,L00145,C001,2025-06-04,14,1
R016772,L00145,C001,2025-06-20,30,1
R016773,L01550,C001,2024-04-01,1,1
R016774,L01550,C001,2024-04-07,7,1
R016775,L01550,C001,2024-04-14,14,1
R016776,L01550,C001,2024-04-30,30,1
R016777,L01214,C003,2025-10-07,1,1
R016778,L01214,C003,2025-10-13,7,1
R016779,L01214,C003,2025-10-20,14,0
R016780,L01214,C003,2025-11-05,30,0
R016781,L00529,C006,2025-08-26,1,0
R016782,L00529,C006,2025-09-01,7,0
R016783,L00529,C006,2025-09-08,14,0
R016784,L00529,C006,2025-09-24,30,0
R016785,L02638,C006,2025-05-26,1,0
R016786,L02638,C006,2025-06-01,7,0
R016787,L02638,C006,2025-06-08,14,0
R016788,L02638,C006,2025-06-24,30,0
R016789,L03974,C004,2025-12-31,1,0
R016790,L03974,C004,2026-01-06,7,0
R016791,L03974,C004,2026-01-13,14,0
R016792,L03974,C004,2026-01-29,30,0
R016793,L02609,C008,2025-11-22,1,0
R016794,L02609,C008,2025-11-28,7,0
R016795,L02609,C008,2025-12-05,14,0
R016796,L02609,C008,2025-12-21,30,0
R016797,L00351,C003,2025-05-27,1,1
R016798,L00351,C003,2025-06-02,7,1
R016799,L00351,C003,2025-06-09,14,1
R016800,L00351,C003,2025-06-25,30,1
R016801,L02821,C010,2024-12-08,1,1
R016802,L02821,C010,2024-12-14,7,1
R016803,L02821,C010,2024-12-21,14,1
R016804,L02821,C010,2025-01-06,30,1
R016805,L01313,C008,2024-05-02,1,1
R016806,L01313,C008,2024-05-08,7,0
R016807,L01313,C008,2024-05-15,14,1
R016808,L01313,C008,2024-05-31,30,0
R016809,L03860,C006,2024-01-16,1,0
R016810,L03860,C006,2024-01-22,7,0
R016811,L03860,C006,2024-01-29,14,0
R016812,L03860,C006,2024-02-14,30,0
R016813,L01523,C009,2024-03-02,1,0
R016814,L01523,C009,2024-03-08,7,0
R016815,L01523,C009,2024-03-15,14,0
R016816,L01523,C009,2024-03-31,30,0
R016817,L03347,C003,2025-07-22,1,1
R016818,L03347,C003,2025-07-28,7,1
R016819,L03347,C003,2025-08-04,14,1
R016820,L03347,C003,2025-08-20,30,1
R016821,L02318,C006,2025-06-09,1,1
R016822,L02318,C006,2025-06-15,7,1
R016823,L02318,C006,2025-06-22,14,0
R016824,L02318,C006,2025-07-08,30,1
R016825,L01760,C009,2025-11-22,1,1
R016826,L01760,C009,2025-11-28,7,0
R016827,L01760,C009,2025-12-05,14,0
R016828,L01760,C009,2025-12-21,30,0
R016829,L02609,C006,2025-10-29,1,0
R016830,L02609,C006,2025-11-04,7,0
R016831,L02609,C006,2025-11-11,14,0
R016832,L02609,C006,2025-11-27,30,0
R016833,L03949,C003,2025-10-31,1,1
R016834,L03949,C003,2025-11-06,7,1
R016835,L03949,C003,2025-11-13,14,1
R016836,L03949,C003,2025-11-29,30,1
R016837,L02808,C009,2025-07-28,1,0
R016838,L02808,C009,2025-08-03,7,0
R016839,L02808,C009,2025-08-10,14,0
R016840,L02808,C009,2025-08-26,30,0
R016841,L00473,C010,2024-11-28,1,0
R016842,L00473,C010,2024-12-04,7,0
R016843,L00473,C010,2024-12-11,14,0
R016844,L00473,C010,2024-12-27,30,0
R016845,L00987,C002,2025-11-11,1,1
R016846,L00987,C002,2025-11-17,7,1
R016847,L00987,C002,2025-11-24,14,1
R016848,L00987,C002,2025-12-10,30,0
R016849,L02570,C007,2024-09-10,1,0
R016850,L02570,C007,2024-09-16,7,0
R016851,L02570,C007,2024-09-23,14,0
R016852,L02570,C007,2024-10-09,30,0
R016853,L04079,C006,2025-06-21,1,1
R016854,L04079,C006,2025-06-27,7,0
R016855,L04079,C006,2025-07-04,14,0
R016856,L04079,C006,2025-07-20,30,1
R016857,L01395,C001,2025-01-03,1,1
R016858,L01395,C001,2025-01-09,7,0
R016859,L01395,C001,2025-01-16,14,1
R016860,L01395,C001,2025-02-01,30,1
R016861,L01693,C007,2025-10-10,1,1
R016862,L01693,C007,2025-10-16,7,1
R016863,L01693,C007,2025-10-23,14,1
R016864,L01693,C007,2025-11-08,30,1
R016865,L00086,C002,2024-09-26,1,0
R016866,L00086,C002,2024-10-02,7,0
R016867,L00086,C002,2024-10-09,14,0
R016868,L00086,C002,2024-10-25,30,0
R016869,L00463,C009,2024-04-18,1,1
R016870,L00463,C009,2024-04-24,7,0
R016871,L00463,C009,2024-05-01,14,0
R016872,L00463,C009,2024-05-17,30,0
R016873,L03915,C002,2024-06-27,1,0
R016874,L03915,C002,2024-07-03,7,0
R016875,L03915,C002,2024-07-10,14,0
R016876,L03915,C002,2024-07-26,30,0
R016877,L03004,C002,2025-06-14,1,0
R016878,L03004,C002,2025-06-20,7,0
R016879,L03004,C002,2025-06-27,14,0
R016880,L03004,C002,2025-07-13,30,0
R016881,L02742,C008,2024-07-19,1,0
