learner_id,age,age_group,gender,region,device_type,signup_date
L02033,33,25-34,Female,Gauteng,Tablet,2025-05-06
L02034,33,25-34,Female,Gauteng,Desktop,2025-09-05
L02035,28,25-34,Male,Western Cape,Mobile,2024-08-06
L02036,28,25-34,Male,Gauteng,Desktop,2024-11-12
L02037,34,25-34,Female,Eastern Cape,Mobile,2025-03-25
L02038,31,25-34,Female,North West,Mobile,2025-02-03
L02039,18,18-24,Male,Limpopo,Desktop,2024-09-24
L02040,38,35-44,Male,Free State,Mobile,2024-10-24
L02041,23,18-24,Male,Mpumalanga,Desktop,2025-11-02
L02042,43,35-44,Male,Gauteng,Mobile,2024-06-05
L02043,28,25-34,Female,Eastern Cape,Desktop,2025-02-12
L02044,37,35-44,Female,Gauteng,Mobile,2024-04-15
L02045,26,25-34,Male,Gauteng,Mobile,2024-03-22
L02046,42,35-44,Female,Gauteng,Desktop,2025-09-23
L02047,26,25-34,Female,KwaZulu-Natal,Mobile,2024-12-26
L02048,29,25-34,Male,Western Cape,Mobile,2025-07-21
L02049,35,35-44,Female,Western Cape,Desktop,2024-06-10
L02050,23,18-24,Female,Western Cape,Mobile,2024-09-12
L02051,24,18-24,Male,Western Cape,Mobile,2024-11-04
L02052,28,25-34,Male,Free State,Mobile,2024-11-13
L02053,35,35-44,Female,KwaZulu-Natal,Mobile,2025-10-13
L02054,23,18-24,Female,Western Cape,Mobile,2024-09-04
L02055,28,25-34,Male,Limpopo,Desktop,2024-11-22
L02056,24,18-24,Non-binary,Gauteng,Desktop,2024-06-26
L02057,29,25-34,Male,Limpopo,Mobile,2024-02-24
L02058,24,18-24,Female,Free State,Desktop,2024-01-26
L02059,25,25-34,Female,Western Cape,Mobile,2024-05-23
L02060,29,25-34,Female,KwaZulu-Natal,Mobile,2024-12-10
L02061,33,25-34,Female,Gauteng,Mobile,2024-07-01
L02062,31,25-34,Male,Western Cape,Desktop,2024-10-16
L02063,24,18-24,Female,KwaZulu-Natal,Mobile,2025-12-04
L02064,39,35-44,Female,Gauteng,Desktop,2024-09-10
L02065,31,25-34,Female,Mpumalanga,Mobile,2025-09-19
L02066,18,18-24,Male,Mpumalanga,Mobile,2025-06-12
L02067,35,35-44,Male,KwaZulu-Natal,Mobile,2024-01-27
L02068,26,25-34,Male,Western Cape,Mobile,2025-03-29
L02069,29,25-34,Male,Free State,Mobile,2024-08-02
L02070,24,18-24,Male,KwaZulu-Natal,Tablet,2025-06-04
L02071,26,25-34,Female,Gauteng,Desktop,2025-01-15
L02072,22,18-24,Non-binary,Mpumalanga,Desktop,2024-11-26
L02073,35,35-44,Female,Western Cape,Mobile,2024-11-07
L02074,24,18-24,Female,Western Cape,Mobile,2025-08-31
L02075,38,35-44,Female,KwaZulu-Natal,Mobile,2025-02-08
L02076,38,35-44,Male,Gauteng,Desktop,2024-03-06
L02077,39,35-44,Male,Western Cape,Mobile,2025-01-02
L02078,22,18-24,Female,Gauteng,Desktop,2024-05-06
L02079,21,18-24,Male,Limpopo,Mobile,2025-07-31
L02080,20,18-24,Male,Mpumalanga,Desktop,2025-12-19
L02081,24,18-24,Female,Gauteng,Mobile,2025-01-13
L02082,42,35-44,Male,Western Cape,Mobile,2024-04-21
L02083,28,25-34,Female,North West,Desktop,2024-12-14
L02084,33,25-34,Male,KwaZulu-Natal,Desktop,2025-04-18
L02085,22,18-24,Female,Limpopo,Mobile,2024-09-27
L02086,34,25-34,Female,KwaZulu-Natal,Desktop,2024-10-12
L02087,33,25-34,Female,KwaZulu-Natal,Mobile,2024-02-20
L02088,33,25-34,Male,KwaZulu-Natal,Mobile,2025-02-20
L02089,35,35-44,Male,Western Cape,Mobile,2024-06-27
L02090,45,45+,Male,Mpumalanga,Mobile,2025-04-24
L02091,39,35-44,Male,KwaZulu-Natal,Mobile,2024-08-27
L02092,24,18-24,Female,Limpopo,Desktop,2024-03-11
L02093,28,25-34,Male,Gauteng,Tablet,2024-09-12
L02094,34,25-34,Female,Gauteng,Mobile,2025-02-11
L02095,26,25-34,Male,KwaZulu-Natal,Desktop,2025-07-09
L02096,23,18-24,Male,Mpumalanga,Mobile,2025-07-06
L02097,23,18-24,Female,Gauteng,Desktop,2024-02-25
L02098,25,25-34,Male,Western Cape,Desktop,2025-05-06
L02099,38,35-44,Male,Gauteng,Desktop,2025-07-20
L02100,22,18-24,Female,Gauteng,Desktop,2024-03-17
L02101,33,25-34,Male,Mpumalanga,Mobile,2024-08-19
L02102,38,35-44,Male,North West,Desktop,2025-01-02
L02103,40,35-44,Female,Gauteng,Tablet,2025-01-15
L02104,20,18-24,Male,Limpopo,Desktop,2024-09-29
L02105,23,18-24,Male,Gauteng,Mobile,2025-11-07
L02106,34,25-34,Female,Gauteng,Mobile,2024-05-21
L02107,27,25-34,Female,Western Cape,Desktop,2024-09-27
L02108,18,18-24,Female,Gauteng,Desktop,2025-12-04
L02109,39,35-44,Female,Gauteng,Mobile,2025-06-27
L02110,18,18-24,Female,KwaZulu-Natal,Mobile,2024-04-30
L02111,23,18-24,Female,KwaZulu-Natal,Desktop,2025-06-05
L02112,32,25-34,Female,Gauteng,Desktop,2024-08-09
L02113,28,25-34,Female,Gauteng,Desktop,2025-04-26
L02114,18,18-24,Female,Western Cape,Desktop,2024-05-29
L02115,35,35-44,Female,Western Cape,Desktop,2025-01-06
L02116,18,18-24,Female,Western Cape,Mobile,2025-06-01
L02117,29,25-34,Male,Gauteng,Mobile,2025-08-17
L02118,25,25-34,Male,Western Cape,Mobile,2024-06-08
L02119,21,18-24,Male,Gauteng,Desktop,2025-07-03
L02120,35,35-44,Male,Gauteng,Mobile,2025-01-30
L02121,30,25-34,Male,Gauteng,Mobile,2025-05-03
L02122,39,35-44,Male,Limpopo,Mobile,2024-09-02
L02123,18,18-24,Male,Gauteng,Desktop,2024-12-04
L02124,20,18-24,Male,Mpumalanga,Desktop,2025-06-19
L02125,22,18-24,Male,Free State,Desktop,2025-03-11
L02126,18,18-24,Male,Mpumalanga,Desktop,2025-10-03
L02127,43,35-44,Male,KwaZulu-Natal,Mobile,2025-12-31
L02128,33,25-34,Male,Eastern Cape,Mobile,2025-12-16
L02129,18,18-24,Male,KwaZulu-Natal,Mobile,2025-07-27
L02130,21,18-24,Non-binary,Gauteng,Mobile,2024-05-13
L02131,36,35-44,Female,Gauteng,Mobile,2024-12-15
L02132,27,25-34,Female,Limpopo,Desktop,2025-01-01
L02133,29,25-34,Female,Gauteng,Desktop,2024-04-20
L02134,26,25-34,Female,North West,Desktop,2025-10-20
L02135,33,25-34,Male,Western Cape,Desktop,2025-04-09
L02136,37,35-44,Male,Western Cape,Mobile,2024-08-18
L02137,30,25-34,Female,Limpopo,Mobile,2025-08-27
L02138,18,18-24,Non-binary,Gauteng,Desktop,2024-06-01
L02139,28,25-34,Male,Eastern Cape,Desktop,2024-12-23
L02140,31,25-34,Female,Western Cape,Desktop,2025-02-19
L02141,22,18-24,Female,Gauteng,Mobile,2024-05-05
L02142,32,25-34,Male,Free State,Desktop,2024-11-09
L02143,34,25-34,Male,Gauteng,Mobile,2025-08-17
L02144,33,25-34,Male,KwaZulu-Natal,Mobile,2025-01-07
L02145,28,25-34,Male,Eastern Cape,Mobile,2024-07-05
L02146,21,18-24,Male,Gauteng,Desktop,2024-10-08
L02147,24,18-24,Male,Western Cape,Mobile,2024-08-17
L02148,39,35-44,Male,Mpumalanga,Tablet,2025-11-17
L02149,22,18-24,Male,Mpumalanga,Mobile,2024-01-22
L02150,34,25-34,Female,Gauteng,Mobile,2024-06-29
L02151,18,18-24,Female,Gauteng,Desktop,2025-11-30
L02152,29,25-34,Female,Western Cape,Tablet,2025-12-14
L02153,30,25-34,Female,Gauteng,Mobile,2024-05-22
L02154,32,25-34,Male,Eastern Cape,Desktop,2025-10-30
L02155,27,25-34,Female,Gauteng,Desktop,2025-08-17
L02156,32,25-34,Female,Free State,Mobile,2025-10-18
L02157,33,25-34,Male,Limpopo,Tablet,2025-07-16
L02158,36,35-44,Male,Eastern Cape,Desktop,2024-09-11
L02159,37,35-44,Female,Gauteng,Mobile,2025-04-05
L02160,21,18-24,Female,Mpumalanga,Desktop,2024-02-12
L02161,33,25-34,Female,KwaZulu-Natal,Mobile,2024-12-19
L02162,18,18-24,Non-binary,Gauteng,Desktop,2025-02-15
L02163,29,25-34,Female,Western Cape,Mobile,2024-12-22
L02164,18,18-24,Female,Gauteng,Desktop,2025-07-20
L02165,52,45+,Male,Limpopo,Mobile,2024-07-31
L02166,30,25-34,Male,Eastern Cape,Mobile,2024-01-31
L02167,30,25-34,Male,Eastern Cape,Mobile,2025-04-16
L02168,38,35-44,Female,Free State,Mobile,2025-02-21
L02169,34,25-34,Female,Eastern Cape,Desktop,2025-04-17
L02170,35,35-44,Female,KwaZulu-Natal,Desktop,2024-03-15
L02171,27,25-34,Male,Gauteng,Desktop,2025-12-10
L02172,24,18-24,Male,KwaZulu-Natal,Desktop,2024-11-27
L02173,24,18-24,Male,Gauteng,Mobile,2025-12-26
L02174,40,35-44,Female,Gauteng,Mobile,2024-10-30
L02175,30,25-34,Male,Free State,Desktop,2024-02-19
L02176,34,25-34,Male,Western Cape,Desktop,2024-08-17
L02177,30,25-34,Non-binary,Free State,Mobile,2024-09-06
L02178,30,25-34,Female,Limpopo,Mobile,2025-11-18
L02179,43,35-44,Female,Gauteng,Desktop,2024-12-08
L02180,24,18-24,Male,Western Cape,Mobile,2024-05-16
L02181,27,25-34,Female,KwaZulu-Natal,Desktop,2024-08-17
L02182,24,18-24,Male,Western Cape,Mobile,2025-11-30
L02183,23,18-24,Male,KwaZulu-Natal,Mobile,2025-12-27
L02184,32,25-34,Female,Limpopo,Desktop,2025-10-12
L02185,31,25-34,Male,Western Cape,Tablet,2025-01-16
L02186,30,25-34,Female,Western Cape,Mobile,2024-07-12
L02187,29,25-34,Female,Limpopo,Desktop,2025-07-24
L02188,33,25-34,Male,Western Cape,Mobile,2025-08-10
L02189,46,45+,Female,KwaZulu-Natal,Desktop,2025-01-09
L02190,38,35-44,Female,Gauteng,Mobile,2024-02-01
L02191,27,25-34,Female,KwaZulu-Natal,Desktop,2024-06-16
L02192,37,35-44,Male,Northern Cape,Mobile,2024-09-20
L02193,18,18-24,Male,Limpopo,Desktop,2024-08-16
L02194,33,25-34,Male,Limpopo,Mobile,2025-07-01
L02195,48,45+,Male,KwaZulu-Natal,Mobile,2024-12-17
L02196,26,25-34,Female,KwaZulu-Natal,Desktop,2024-01-16
L02197,36,35-44,Non-binary,Gauteng,Tablet,2025-01-13
L02198,36,35-44,Male,Eastern Cape,Mobile,2025-05-27
L02199,18,18-24,Female,KwaZulu-Natal,Mobile,2025-10-29
L02200,26,25-34,Male,Eastern Cape,Mobile,2024-12-03
L02201,31,25-34,Female,Western Cape,Mobile,2025-12-27
L02202,24,18-24,Male,Eastern Cape,Desktop,2024-05-22
L02203,29,25-34,Male,Western Cape,Mobile,2025-05-26
L02204,27,25-34,Female,Free State,Desktop,2025-07-17
L02205,30,25-34,Male,Mpumalanga,Desktop,2025-08-26
L02206,44,35-44,Male,KwaZulu-Natal,Mobile,2025-05-18
L02207,34,25-34,Male,Western Cape,Mobile,2025-05-11
L02208,34,25-34,Female,Eastern Cape,Desktop,2025-07-27
L02209,32,25-34,Female,Western Cape,Mobile,2024-07-13
L02210,35,35-44,Female,Eastern Cape,Mobile,2025-12-21
L02211,30,25-34,Female,Free State,Tablet,2024-04-29
L02212,30,25-34,Non-binary,KwaZulu-Natal,Mobile,2024-04-18
L02213,31,25-34,Male,KwaZulu-Natal,Desktop,2024-11-08
L02214,37,35-44,Female,Western Cape,Tablet,2025-03-12
L02215,25,25-34,Female,Gauteng,Mobile,2024-03-06
L02216,25,25-34,Female,Free State,Desktop,2024-09-30
L02217,40,35-44,Male,Western Cape,Mobile,2024-06-20
L02218,18,18-24,Female,KwaZulu-Natal,Mobile,2025-10-13
L02219,18,18-24,Male,Limpopo,Desktop,2025-12-22
L02220,36,35-44,Male,KwaZulu-Natal,Mobile,2025-08-01
L02221,24,18-24,Female,Eastern Cape,Mobile,2024-08-16
L02222,45,45+,Male,Eastern Cape,Desktop,2025-06-15
L02223,38,35-44,Female,KwaZulu-Natal,Mobile,2024-02-27
L02224,19,18-24,Female,Eastern Cape,Desktop,2024-05-15
L02225,18,18-24,Male,Limpopo,Mobile,2025-11-17
L02226,24,18-24,Non-binary,Gauteng,Desktop,2024-01-25
L02227,25,25-34,Female,Gauteng,Mobile,2025-07-19
L02228,31,25-34,Male,KwaZulu-Natal,Mobile,2025-12-14
L02229,28,25-34,Female,KwaZulu-Natal,Mobile,2025-07-02
L02230,26,25-34,Female,KwaZulu-Natal,Mobile,2025-07-09
L02231,32,25-34,Male,Mpumalanga,Mobile,2024-08-22
L02232,29,25-34,Female,KwaZulu-Natal,Mobile,2024-01-07
L02233,31,25-34,Non-binary,KwaZulu-Natal,Tablet,2025-03-23
L02234,38,35-44,Female,Gauteng,Mobile,2024-07-22
L02235,34,25-34,Male,Gauteng,Mobile,2024-07-14
L02236,43,35-44,Female,Limpopo,Mobile,2025-05-07
L02237,27,25-34,Male,Gauteng,Mobile,2024-07-26
L02238,20,18-24,Male,KwaZulu-Natal,Mobile,2025-11-23
L02239,18,18-24,Female,Mpumalanga,Tablet,2024-09-27
L02240,31,25-34,Female,KwaZulu-Natal,Tablet,2025-01-24
L02241,18,18-24,Female,Gauteng,Mobile,2024-12-10
L02242,28,25-34,Male,Eastern Cape,Desktop,2024-11-30
L02243,35,35-44,Male,Eastern Cape,Desktop,2025-11-27
L02244,33,25-34,Male,KwaZulu-Natal,Mobile,2025-10-15
L02245,26,25-34,Female,Gauteng,Desktop,2024-03-27
L02246,34,25-34,Female,Free State,Desktop,2024-11-21
L02247,27,25-34,Female,Eastern Cape,Desktop,2025-04-16
L02248,20,18-24,Male,KwaZulu-Natal,Tablet,2024-04-05
L02249,26,25-34,Male,Gauteng,Desktop,2024-01-05
L02250,43,35-44,Female,Western Cape,Mobile,2024-10-17
L02251,36,35-44,Female,Western Cape,Mobile,2024-08-04
L02252,28,25-34,Male,Gauteng,Mobile,2025-09-17
L02253,19,18-24,Female,KwaZulu-Natal,Mobile,2025-07-28
L02254,32,25-34,Male,Eastern Cape,Desktop,2024-08-14
L02255,22,18-24,Male,KwaZulu-Natal,Desktop,2025-01-15
L02256,40,35-44,Female,KwaZulu-Natal,Mobile,2024-04-26
L02257,18,18-24,Female,Free State,Mobile,2024-07-18
L02258,20,18-24,Male,Gauteng,Desktop,2025-04-17
L02259,27,25-34,Female,Gauteng,Tablet,2024-10-10
L02260,22,18-24,Female,Western Cape,Mobile,2024-05-26
L02261,26,25-34,Male,Limpopo,Mobile,2024-06-28
L02262,25,25-34,Male,Limpopo,Tablet,2024-06-08
L02263,24,18-24,Male,KwaZulu-Natal,Tablet,2024-10-15
L02264,18,18-24,Male,Eastern Cape,Desktop,2024-03-18
L02265,35,35-44,Male,Western Cape,Mobile,2024-03-17
L02266,20,18-24,Male,Gauteng,Tablet,2025-03-05
L02267,18,18-24,Male,KwaZulu-Natal,Desktop,2024-11-22
L02268,40,35-44,Male,Gauteng,Mobile,2024-08-05
L02269,32,25-34,Female,Gauteng,Tablet,2024-05-03
L02270,27,25-34,Female,Gauteng,Mobile,2024-04-11
L02271,18,18-24,Male,Gauteng,Mobile,2025-05-22
L02272,29,25-34,Female,KwaZulu-Natal,Desktop,2025-01-13
L02273,28,25-34,Male,Gauteng,Mobile,2024-03-08
L02274,31,25-34,Male,Limpopo,Mobile,2024-05-23
L02275,27,25-34,Male,Free State,Mobile,2024-03-15
L02276,27,25-34,Female,Gauteng,Mobile,2025-04-22
L02277,25,25-34,Female,Gauteng,Mobile,2025-03-04
L02278,31,25-34,Female,KwaZulu-Natal,Desktop,2025-03-25
L02279,28,25-34,Male,North West,Mobile,2024-09-30
L02280,41,35-44,Female,Gauteng,Mobile,2025-06-21
L02281,28,25-34,Male,KwaZulu-Natal,Desktop,2025-12-08
L02282,18,18-24,Female,Mpumalanga,Desktop,2025-10-08
L02283,22,18-24,Female,Northern Cape,Tablet,2025-08-09
L02284,21,18-24,Female,Gauteng,Desktop,2024-06-26
L02285,26,25-34,Female,Gauteng,Mobile,2025-07-30
L02286,18,18-24,Male,KwaZulu-Natal,Desktop,2024-10-20
L02287,24,18-24,Female,Limpopo,Desktop,2025-09-17
L02288,29,25-34,Female,KwaZulu-Natal,Mobile,2025-06-08
L02289,35,35-44,Female,Limpopo,Mobile,2024-12-30
L02290,25,25-34,Female,Gauteng,Mobile,2024-07-10
L02291,47,45+,Female,North West,Mobile,2024-01-12
L02292,34,25-34,Male,Eastern Cape,Mobile,2024-11-18
L02293,18,18-24,Female,Western Cape,Mobile,2024-12-19
L02294,18,18-24,Female,Gauteng,Desktop,2024-06-28
L02295,43,35-44,Male,Western Cape,Mobile,2025-08-15
L02296,27,25-34,Male,KwaZulu-Natal,Desktop,2024-09-27
L02297,26,25-34,Female,Gauteng,Mobile,2025-11-30
L02298,33,25-34,Female,Gauteng,Mobile,2024-11-21
L02299,28,25-34,Female,Gauteng,Desktop,2025-02-09
L02300,18,18-24,Male,Free State,Desktop,2025-09-19
L02301,30,25-34,Female,Gauteng,Desktop,2025-09-20
L02302,24,18-24,Female,Gauteng,Desktop,2025-09-19
L02303,31,25-34,Female,Free State,Mobile,2025-05-25
L02304,34,25-34,Male,Gauteng,Desktop,2025-01-26
L02305,29,25-34,Female,Limpopo,Mobile,2025-10-17
L02306,26,25-34,Female,Mpumalanga,Mobile,2025-11-18
L02307,33,25-34,Female,Eastern Cape,Desktop,2024-01-13
L02308,35,35-44,Male,KwaZulu-Natal,Mobile,2024-05-27
L02309,32,25-34,Female,Gauteng,Mobile,2024-12-29
L02310,32,25-34,Non-binary,KwaZulu-Natal,Desktop,2025-04-23
L02311,25,25-34,Male,Mpumalanga,Mobile,2025-12-13
L02312,34,25-34,Male,Gauteng,Desktop,2024-02-25
L02313,36,35-44,Male,Free State,Mobile,2024-12-16
L02314,25,25-34,Female,Western Cape,Desktop,2024-08-26
L02315,27,25-34,Non-binary,KwaZulu-Natal,Mobile,2025-09-18
L02316,20,18-24,Female,KwaZulu-Natal,Tablet,2024-06-23
L02317,26,25-34,Male,KwaZulu-Natal,Tablet,2025-10-09
L02318,18,18-24,Male,Eastern Cape,Desktop,2025-05-25
L02319,40,35-44,Female,Western Cape,Mobile,2024-10-19
L02320,28,25-34,Non-binary,Gauteng,Desktop,2025-06-05
L02321,23,18-24,Male,KwaZulu-Natal,Desktop,2024-05-16
L02322,27,25-34,Male,Gauteng,Mobile,2025-09-17
L02323,21,18-24,Male,Gauteng,Desktop,2025-10-21
L02324,21,18-24,Male,Gauteng,Mobile,2025-11-29
L02325,28,25-34,Female,Gauteng,Mobile,2025-05-15
L02326,26,25-34,Male,Limpopo,Mobile,2024-11-20
L02327,44,35-44,Female,KwaZulu-Natal,Mobile,2025-11-17
L02328,35,35-44,Male,Western Cape,Desktop,2025-03-13
L02329,33,25-34,Female,Free State,Mobile,2025-05-14
L02330,24,18-24,Female,Limpopo,Tablet,2024-11-07
L02331,18,18-24,Male,Gauteng,Desktop,2025-09-03
L02332,26,25-34,Female,Free State,Mobile,2025-10-24
L02333,39,35-44,Female,Gauteng,Desktop,2024-09-17
L02334,30,25-34,Female,KwaZulu-Natal,Mobile,2025-10-18
L02335,33,25-34,Male,Eastern Cape,Mobile,2025-07-08
L02336,26,25-34,Female,Gauteng,Desktop,2024-08-25
L02337,34,25-34,Male,KwaZulu-Natal,Mobile,2025-01-13
L02338,27,25-34,Female,Gauteng,Desktop,2024-09-22
L02339,36,35-44,Female,KwaZulu-Natal,Mobile,2024-03-05
L02340,35,35-44,Female,Gauteng,Mobile,2024-10-21
L02341,32,25-34,Male,KwaZulu-Natal,Mobile,2025-01-02
L02342,42,35-44,Female,KwaZulu-Natal,Desktop,2025-10-07
L02343,25,25-34,Female,Western Cape,Tablet,2025-10-23
L02344,18,18-24,Male,Western Cape,Mobile,2025-12-19
L02345,36,35-44,Female,Eastern Cape,Desktop,2025-05-14
L02346,32,25-34,Female,Western Cape,Desktop,2024-03-06
L02347,23,18-24,Female,Gauteng,Desktop,2024-04-22
L02348,24,18-24,Male,KwaZulu-Natal,Desktop,2024-05-04
L02349,28,25-34,Female,Gauteng,Desktop,2024-08-28
L02350,31,25-34,Female,Mpumalanga,Mobile,2024-03-15
L02351,37,35-44,Male,Western Cape,Mobile,2024-11-11
L02352,18,18-24,Male,KwaZulu-Natal,Desktop,2025-04-04
L02353,26,25-34,Non-binary,Gauteng,Mobile,2025-03-09
L02354,26,25-34,Female,KwaZulu-Natal,Desktop,2024-11-09
L02355,20,18-24,Male,Gauteng,Desktop,2024-04-20
L02356,39,35-44,Female,North West,Mobile,2025-04-18
L02357,33,25-34,Male,Gauteng,Desktop,2025-04-23
L02358,18,18-24,Male,Gauteng,Mobile,2025-07-07
L02359,27,25-34,Male,Gauteng,Mobile,2025-06-11
L02360,30,25-34,Male,North West,Mobile,2025-04-11
L02361,29,25-34,Female,Mpumalanga,Mobile,2025-02-28
L02362,18,18-24,Male,Limpopo,Mobile,2024-05-02
L02363,27,25-34,Male,Mpumalanga,Desktop,2025-06-22
L02364,18,18-24,Female,Western Cape,Mobile,2024-10-01
L02365,28,25-34,Female,Limpopo,Mobile,2024-09-29
L02366,30,25-34,Male,Western Cape,Mobile,2025-11-14
L02367,18,18-24,Female,Free State,Mobile,2025-07-31
L02368,25,25-34,Female,Gauteng,Desktop,2024-07-06
L02369,23,18-24,Female,Western Cape,Mobile,2024-04-16
L02370,41,35-44,Male,KwaZulu-Natal,Mobile,2025-12-02
L02371,34,25-34,Female,Gauteng,Desktop,2025-10-28
L02372,30,25-34,Female,Gauteng,Desktop,2025-06-26
L02373,23,18-24,Male,Free State,Mobile,2024-10-06
L02374,32,25-34,Male,Gauteng,Desktop,2025-09-14
L02375,32,25-34,Male,Limpopo,Mobile,2025-11-29
L02376,18,18-24,Female,Eastern Cape,Mobile,2025-05-06
L02377,18,18-24,Male,Gauteng,Desktop,2025-12-23
L02378,25,25-34,Non-binary,KwaZulu-Natal,Desktop,2025-04-05
L02379,25,25-34,Female,Eastern Cape,Desktop,2025-03-03
L02380,36,35-44,Female,Northern Cape,Tablet,2025-10-02
L02381,26,25-34,Male,Free State,Desktop,2025-02-05
L02382,52,45+,Female,Gauteng,Mobile,2025-05-25
L02383,40,35-44,Female,Mpumalanga,Mobile,2024-04-08
L02384,40,35-44,Male,KwaZulu-Natal,Desktop,2025-12-30
L02385,26,25-34,Male,KwaZulu-Natal,Mobile,2024-04-09
L02386,35,35-44,Male,KwaZulu-Natal,Mobile,2025-12-25
L02387,18,18-24,Female,Gauteng,Mobile,2024-10-06
L02388,28,25-34,Male,KwaZulu-Natal,Desktop,2024-01-26
L02389,29,25-34,Female,North West,Mobile,2024-03-03
L02390,26,25-34,Male,North West,Mobile,2025-10-27
L02391,36,35-44,Female,Western Cape,Mobile,2024-05-11
L02392,20,18-24,Female,KwaZulu-Natal,Desktop,2024-12-09
L02393,39,35-44,Female,Eastern Cape,Mobile,2025-08-16
L02394,19,18-24,Female,Gauteng,Desktop,2024-05-28
L02395,33,25-34,Female,Free State,Mobile,2025-01-30
L02396,36,35-44,Female,Gauteng,Desktop,2024-12-07
L02397,18,18-24,Female,Free State,Desktop,2025-07-11
L02398,19,18-24,Female,Eastern Cape,Desktop,2025-11-09
L02399,22,18-24,Female,KwaZulu-Natal,Mobile,2025-09-16
L02400,18,18-24,Female,Western Cape,Tablet,2025-06-12
L02401,42,35-44,Male,Western Cape,Mobile,2025-02-14
L02402,20,18-24,Male,Gauteng,Mobile,2025-07-27
L02403,22,18-24,Male,KwaZulu-Natal,Mobile,2024-05-18
L02404,25,25-34,Female,Eastern Cape,Mobile,2025-04-27
L02405,38,35-44,Female,Eastern Cape,Mobile,2024-09-09
L02406,25,25-34,Female,Western Cape,Mobile,2025-01-05
L02407,21,18-24,Female,Eastern Cape,Mobile,2025-02-26
L02408,26,25-34,Non-binary,Western Cape,Mobile,2025-10-08
L02409,38,35-44,Male,Free State,Desktop,2024-07-24
L02410,25,25-34,Male,Gauteng,Tablet,2024-08-08
L02411,30,25-34,Male,Gauteng,Desktop,2024-10-03
L02412,18,18-24,Female,Western Cape,Desktop,2024-03-01
L02413,50,45+,Male,Limpopo,Mobile,2024-10-01
L02414,29,25-34,Female,KwaZulu-Natal,Mobile,2024-08-19
L02415,31,25-34,Male,Gauteng,Mobile,2025-01-14
L02416,33,25-34,Female,Gauteng,Mobile,2024-06-21
L02417,24,18-24,Female,Gauteng,Desktop,2024-12-17
L02418,29,25-34,Female,Western Cape,Desktop,2025-04-22
L02419,31,25-34,Female,Western Cape,Desktop,2025-03-05
L02420,31,25-34,Male,Gauteng,Tablet,2025-05-09
L02421,18,18-24,Female,Gauteng,Tablet,2024-06-26
L02422,32,25-34,Male,Gauteng,Mobile,2025-03-03
L02423,26,25-34,Female,Eastern Cape,Mobile,2024-02-14
L02424,18,18-24,Male,KwaZulu-Natal,Mobile,2024-02-23
L02425,31,25-34,Male,Gauteng,Desktop,2024-01-11
L02426,38,35-44,Female,KwaZulu-Natal,Mobile,2025-05-27
L02427,34,25-34,Male,KwaZulu-Natal,Mobile,2025-08-06
L02428,28,25-34,Female,Western Cape,Desktop,2025-08-23
L02429,34,25-34,Male,Western Cape,Mobile,2024-09-23
L02430,25,25-34,Male,Western Cape,Desktop,2024-12-29
L02431,28,25-34,Male,Free State,Mobile,2024-05-08
L02432,32,25-34,Female,North West,Desktop,2024-02-22
L02433,33,25-34,Male,Gauteng,Mobile,2024-11-01
L02434,18,18-24,Male,KwaZulu-Natal,Desktop,2025-01-06
L02435,28,25-34,Female,Mpumalanga,Mobile,2024-02-13
L02436,35,35-44,Male,Gauteng,Mobile,2025-12-24
L02437,20,18-24,Female,Gauteng,Mobile,2024-06-21
L02438,21,18-24,Female,Free State,Mobile,2024-08-18
L02439,33,25-34,Non-binary,Gauteng,Desktop,2025-07-26
L02440,31,25-34,Female,KwaZulu-Natal,Mobile,2025-02-27
L02441,26,25-34,Male,Western Cape,Desktop,2025-01-24
L02442,24,18-24,Male,Gauteng,Mobile,2025-02-07
L02443,22,18-24,Female,Western Cape,Desktop,2025-11-14
L02444,33,25-34,Male,Western Cape,Mobile,2025-03-15
L02445,37,35-44,Male,Gauteng,Mobile,2025-05-25
L02446,24,18-24,Male,Limpopo,Desktop,2025-12-01
L02447,43,35-44,Female,Mpumalanga,Mobile,2025-01-28
L02448,25,25-34,Female,Mpumalanga,Desktop,2025-12-11
L02449,28,25-34,Male,Mpumalanga,Tablet,2024-12-22
L02450,22,18-24,Male,Western Cape,Mobile,2024-09-06
L02451,18,18-24,Non-binary,Limpopo,Mobile,2025-10-10
L02452,35,35-44,Female,Gauteng,Desktop,2025-09-02
L02453,29,25-34,Male,Eastern Cape,Desktop,2024-04-30
L02454,29,25-34,Female,Western Cape,Desktop,2025-06-20
L02455,27,25-34,Male,Western Cape,Tablet,2024-06-04
L02456,22,18-24,Male,Eastern Cape,Mobile,2024-03-26
L02457,21,18-24,Female,Western Cape,Desktop,2024-11-14
L02458,35,35-44,Female,Gauteng,Mobile,2025-12-05
L02459,32,25-34,Male,Eastern Cape,Mobile,2025-09-27
L02460,28,25-34,Female,KwaZulu-Natal,Mobile,2025-03-23
L02461,34,25-34,Female,Gauteng,Tablet,2024-05-21
L02462,31,25-34,Male,Eastern Cape,Mobile,2024-07-15
L02463,25,25-34,Male,Western Cape,Mobile,2024-06-16
L02464,25,25-34,Female,North West,Mobile,2025-11-16
L02465,32,25-34,Female,Gauteng,Mobile,2024-11-15
L02466,26,25-34,Female,Limpopo,Mobile,2025-02-04
